batch,profile,seed,case,problem,num_cores,baseline_makespan,logical_cap,status,makespan,speedup,verified_complete,summary_path,summary_sha256,evaluations,official_calls,cache_hits,solver_elapsed_seconds,generation_failure_count,status_counts,diagnostic_baseline_over_time,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cache_byte_hit_rate,cache_hit_bytes,cache_miss_bytes,active_cores,winning_stage,winning_name,winning_family,plan_path,plan_sha256,official_result_path,official_result_sha256,time_at_cap_4,speedup_at_cap_4,time_at_cap_12,speedup_at_cap_12,time_at_cap_24,speedup_at_cap_24
component_p2_seed17,component,17,case_001,2,2,233110,24,completed_feasible,116868,1.9946435294520313,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n2/attempt_0001/summary.json,e8800bfec7559aacd7e7e906f3a60950df8ad87ace81f73db196f577f1426c0b,8,3,5,0.9978824589634314,0,"{""success"": 8}",1.9946435294520313,1152,1152,0,,,,2,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n2/attempt_0001/best.plan.json,8ca4384582024a302822bbd6429af5d4c2e18ee7cdb3365c1ff586bfcb80c843,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093706-d3a8d4f5caec4fefbe0146247ad59388/official_result.json.gz,8ecedeaacc14474fb10a5f26d76974d76fc6505bfa3375211c53461d076e2051,116868,1.9946435294520313,116868,1.9946435294520313,116868,1.9946435294520313
component_p2_seed17,component,17,case_001,2,3,233110,24,completed_feasible,78545,2.9678528232223567,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n3/attempt_0001/summary.json,d378405a0eef52eb71b542dde8274ef56030c3ee4e5f0a4bc02dfbd92ae0b2d1,12,8,4,2.3554559589829296,0,"{""success"": 12}",2.9678528232223567,2304,2304,0,,,,3,component,wcc_start0_simple_a3_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n3/attempt_0001/best.plan.json,70dee0dc9f57175a555319bda57daaa5f5af5c97d198e3f5072993d5fe75e6d0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123820-110350d9248c41619beb04d45ce168d5/official_result.json.gz,034c032cf488155fdf521c7371818057b1ff4c57ef29080e590fcd66c3aca363,78545,2.9678528232223567,78545,2.9678528232223567,78545,2.9678528232223567
component_p2_seed17,component,17,case_001,2,4,233110,24,completed_feasible,58984,3.952088702020887,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n4/attempt_0001/summary.json,e1d0c362b044ae27da5a68e84125860ef2747606ff59e6e99d29cf6168dc778a,16,12,4,3.3633594170678407,0,"{""success"": 16}",3.952088702020887,3456,3456,0,,,,4,component,wcc_start0_simple_a4_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n4/attempt_0001/best.plan.json,2a677050dd5b46524f88e82bf343a8c05b6f68bab5c7ab944a62d3345871c45a,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123822-107b5dac7fcf4eb3bb8f32c608be69cf/official_result.json.gz,cbe64604db7e2c5dda49d2074a797eaf98591da31bfba9ed669e8182ddd0d679,58984,3.952088702020887,58984,3.952088702020887,58984,3.952088702020887
component_p2_seed17,component,17,case_001,2,5,233110,24,completed_feasible,47502,4.9073723211654245,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n5/attempt_0001/summary.json,56a477e8df8f514663693de34f56e497b3184fb7b660138c15b834a7a285e497,20,9,11,2.698328834027052,0,"{""success"": 20}",4.9073723211654245,4608,4608,0,,,,5,component,wcc_start0_simple_a5_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_001/p2_n5/attempt_0001/best.plan.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093707-3ef634ff57a84303a594c6cb507c06b0/official_result.json.gz,d3733fd9f7f9919bf86ec26b998603a81f457ee6becd254f36204da2631a08e4,47502,4.9073723211654245,47502,4.9073723211654245,47502,4.9073723211654245
component_p2_seed17,component,17,case_002,2,2,261945,24,completed_feasible,261945,1.0,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n2/attempt_0001/summary.json,29a641ae92f4cc7434f3f7188269d76e342596d486a791117e452ff7e136bf31,1,0,1,0.07558312499895692,0,"{""success"": 1}",1.0,0,0,0,,,,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n2/attempt_0001/best.plan.json,4b69f58e8a75c5d77415dd0d49bced8a2c946eb069458ad55342d474b4815ddb,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093706-d9631076ff4b4762bb5aa3f71d96da19/official_result.json.gz,90708663c3c35e09b3dba40c93402d1415989bfcdc6a2ad5d21f9de33181a614,261945,1.0,261945,1.0,261945,1.0
component_p2_seed17,component,17,case_002,2,3,261945,24,completed_feasible,261945,1.0,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n3/attempt_0001/summary.json,e0512c2f68f7038568b76b026d4889835bb924c7c83cd2933f33bb1b1d275ffd,1,0,1,0.08843016705941409,0,"{""success"": 1}",1.0,0,0,0,,,,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n3/attempt_0001/best.plan.json,2550252937be80d4b329a90fecab78cf1ef56339adec8261a3d85bd08481ddd6,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123827-9f7bc8c1d68f44d0b0610acd28fe24e6/official_result.json.gz,c63b9fbc3d1a2aef4e203bf0ae98bf496c72150b5e2a2107c37fac8be1c8c592,261945,1.0,261945,1.0,261945,1.0
component_p2_seed17,component,17,case_002,2,4,261945,24,completed_feasible,261945,1.0,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n4/attempt_0001/summary.json,67fb2dba76b84de158c88aae1a61b8f296c6a582496de11d705311dddf4bcb92,1,0,1,0.08278366702143103,0,"{""success"": 1}",1.0,0,0,0,,,,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n4/attempt_0001/best.plan.json,30fafba886cf5de7ac7ecce9d7cf7cc40513fcbb5c622b7c20bff3d56a95fa39,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123834-0f96d8ccddff4363a8f9beb3308fc928/official_result.json.gz,c9b285555117b67ce4c8843fc4b3678d5885965f5bab59c5cb9c284290944ab1,261945,1.0,261945,1.0,261945,1.0
component_p2_seed17,component,17,case_002,2,5,261945,24,completed_feasible,261945,1.0,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n5/attempt_0001/summary.json,04b4e7ee5fb501e2131764ab4743b7fb261c3063e7e592d1233acca2ea5683dd,1,0,1,0.08987754106055945,0,"{""success"": 1}",1.0,0,0,0,,,,1,component,wcc_start0_simple_a1_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_002/p2_n5/attempt_0001/best.plan.json,69dee48e5a3ef0157297f68628d0e190988babb2ca3ce8c1f6425282ae50e9e2,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093706-e7d8dcbb51364329b6e55cd269512e74/official_result.json.gz,d4377e8254ceafc0fc38162deb5778f541b12e7231eab08b524fbaff76ef96ab,261945,1.0,261945,1.0,261945,1.0
component_p2_seed17,component,17,case_003,2,2,602212,24,completed_feasible,538381,1.1185610190552786,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n2/attempt_0001/summary.json,4fb1bd40a38ebbc34bd40bafd9fbdf144c929437e3adc44899684e122ca0c3ab,17,12,5,70.05166074994486,0,"{""success"": 17}",1.1185610190552786,98304,98304,0,,,,2,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n2/attempt_0001/best.plan.json,58ed6b02a8fc242f4bfe1d397564d2d8060074b0b07c0d2593645a236e96bb8e,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T094115-59b4131777f34f8880d3c3aa42de26aa/official_result.json.gz,6601fe002c34c4a1ed345cba2722da6966a62946c23f8ccfd0a750159418ce02,538381,1.1185610190552786,538381,1.1185610190552786,538381,1.1185610190552786
component_p2_seed17,component,17,case_003,2,3,602212,24,completed_feasible,538381,1.1185610190552786,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n3/attempt_0001/summary.json,673f4f5d43fdaefc5af69c3d7dfcd520769e0268a7940dfa8fc8431ee9eea2de,24,20,4,124.32490324997343,0,"{""success"": 24}",1.1185610190552786,98304,98304,0,,,,2,component,wcc_task_1_shared_root_batch2,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n3/attempt_0001/best.plan.json,f2851d9895e942fe6a060e49d235af49d1dc2a7540bb3bd9c1278fbeca5792d8,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T164817-fd0cfbb3dc5c488a80f8d351cbb60a8a/official_result.json.gz,82164043144a95e07056852e1e1a4b74a8e9cc150a63ef5505bd9655a6a8384e,538764,1.1177658492401126,538381,1.1185610190552786,538381,1.1185610190552786
component_p2_seed17,component,17,case_003,2,4,602212,24,completed_feasible,538381,1.1185610190552786,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n4/attempt_0001/summary.json,d96d8367aae2bf97205b390c20042e49dd9782f1ca300b65292a22f5989f7426,24,20,4,124.01622712495737,0,"{""success"": 24}",1.1185610190552786,98304,98304,0,,,,2,component,wcc_task_1_shared_root_batch2,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n4/attempt_0001/best.plan.json,4eee8a6938ec055f3f9695c8f2d6cf9329b71b6dc28dac2e06c48291a9d9db78,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T165023-f4532f035bf849f587d5d5854d8e4e98/official_result.json.gz,2f15ccdf06cfd7342e1019a777e13a3e14463a17468e8e878632a274c8e483a8,539155,1.1169552355074144,538381,1.1185610190552786,538381,1.1185610190552786
component_p2_seed17,component,17,case_003,2,5,602212,24,completed_feasible,538381,1.1185610190552786,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n5/attempt_0001/summary.json,c3a904ffb33a1f75eeece7e7f78270ede5b81db4b7d55f38ccc01637897bae78,24,19,5,122.65090362506453,0,"{""success"": 24}",1.1185610190552786,98304,98304,0,,,,2,component,wcc_task_1_shared_root_batch2,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_003/p2_n5/attempt_0001/best.plan.json,f53d5075a2cb04e89b3e7324e1b8f0f5f0b8ec6f4362560718894c7679b8e407,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T165228-d055155ba5c74b9cb25f144c0d059b0e/official_result.json.gz,ade69141550ca202fcde459cb88b21d92f27e052f0ec8bb2b407190ea5f420ca,539607,1.1160196216876357,538381,1.1185610190552786,538381,1.1185610190552786
component_p2_seed17,component,17,case_004,2,2,392357,24,completed_feasible,199074,1.9709103147573264,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n2/attempt_0001/summary.json,3dfbd7c946c4495058a4e63fd5ddbdff708011a84feb4d9701d6a82dbcec7f4d,8,3,5,1.0612835829379037,0,"{""success"": 8}",1.9709103147573264,110592,110592,0,,,,2,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n2/attempt_0001/best.plan.json,521691b61322b8e7954648716f5cdc5acbeb4f7c2ab36fecbb8588d2b83344d8,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093706-09ddbc201afd4b53911ea07346560fe2/official_result.json.gz,5594a861a8b0de1c9fa7373367c9f8d268abf8febbb72c62477918083e9f9189,199074,1.9709103147573264,199074,1.9709103147573264,199074,1.9709103147573264
component_p2_seed17,component,17,case_004,2,3,392357,24,completed_feasible,134043,2.927098020784375,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n3/attempt_0001/summary.json,b8cb9e87a281de35acdbb475b26d88c8890e4d450d266d5a4cd8c082ee3e693f,12,8,4,2.4702888330211863,0,"{""success"": 12}",2.927098020784375,221184,221184,0,,,,3,component,wcc_start0_simple_a3_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n3/attempt_0001/best.plan.json,2992acbc1a778c3159b96838f59c932930bfad488116b6a85f23f880c09d38ae,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123827-b47b9410fe954868b7822ed2a493abf0/official_result.json.gz,eb2b023f2cdf7a96ad437414ba9148dc16a370ee85ec66de5308fc248d564661,134043,2.927098020784375,134043,2.927098020784375,134043,2.927098020784375
component_p2_seed17,component,17,case_004,2,4,392357,24,completed_feasible,104188,3.765855952700887,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n4/attempt_0001/summary.json,868a9f1bcf2dfeea95ad8769c09c1bf019a77b6c8b32468273602fa0c6430abe,16,12,4,3.6215112500358373,0,"{""success"": 16}",3.765855952700887,331776,331776,0,,,,4,component,wcc_start0_simple_a4_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n4/attempt_0001/best.plan.json,03f815687cded711e146ade79446aa7fd533749b480dbdabcd5d3e77d0e1668f,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123830-9ff8304362d44e339a14d41e551a1992/official_result.json.gz,3b8ebbb05436bd9557efac296924102db2e2dfc50c5c70d71739d5f1ab8d444f,104188,3.765855952700887,104188,3.765855952700887,104188,3.765855952700887
component_p2_seed17,component,17,case_004,2,5,392357,24,completed_feasible,88341,4.441391879195391,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n5/attempt_0001/summary.json,e5ae6a98c1e31950b2fd1c4cf5a2cfa6f7d4b185cc603639611c7975d1572d98,20,15,5,4.360202749958262,0,"{""success"": 20}",4.441391879195391,442368,442368,0,,,,5,component,wcc_start0_simple_a5_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/component_p2_seed17/slots/case_004/p2_n5/attempt_0001/best.plan.json,40ea1048576c145589a488c1877599594d92acd498a8c36be4f7e5a4863ae4c2,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093707-8efc994eb16744b0bdd004f70937be63/official_result.json.gz,d8dc7a7ba23f2b791326de0834d6eb8de2d78cf858fff2809bc75063655ce749,88341,4.441391879195391,88341,4.441391879195391,88341,4.441391879195391
