batch,profile,seed,case,problem,num_cores,baseline_makespan,logical_cap,status,makespan,speedup,verified_complete,summary_path,summary_sha256,evaluations,official_calls,cache_hits,solver_elapsed_seconds,generation_failure_count,status_counts,diagnostic_baseline_over_time,added_copy_bytes,partition_added_copy_bytes,spill_added_copy_bytes,cache_byte_hit_rate,cache_hit_bytes,cache_miss_bytes,active_cores,winning_stage,winning_name,winning_family,plan_path,plan_sha256,official_result_path,official_result_sha256,time_at_cap_4,speedup_at_cap_4,time_at_cap_12,speedup_at_cap_12,time_at_cap_24,speedup_at_cap_24
full_p1_seed17,full,17,case_001,1,2,233110,12,completed_feasible,116868,1.9946435294520313,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n2/attempt_0001/summary.json,b7a08cafc35a6641a2c489e186bd5afb4cdb6e7e464a65458b3ee75124260d86,12,9,3,1.7391275420086458,0,"{""success"": 12}",1.9946435294520313,1152,1152,0,,,,2,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n2/attempt_0001/best.plan.json,8ca4384582024a302822bbd6429af5d4c2e18ee7cdb3365c1ff586bfcb80c843,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093705-af46c634f7074231b2370f1667ea1610/official_result.json.gz,c028371b8e7cf63ca42867f3a7c255988ddda14c7ffe3e39143a7a595b67d0c3,116868,1.9946435294520313,116868,1.9946435294520313,116868,1.9946435294520313
full_p1_seed17,full,17,case_001,1,3,233110,12,completed_feasible,78545,2.9678528232223567,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n3/attempt_0001/summary.json,360a5589c53d4d8fee70e19064652bf7e5da66896d3362c8b00b13f218201c46,12,12,0,2.498862292035483,0,"{""success"": 12}",2.9678528232223567,2304,2304,0,,,,3,component,wcc_start0_simple_a3_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n3/attempt_0001/best.plan.json,70dee0dc9f57175a555319bda57daaa5f5af5c97d198e3f5072993d5fe75e6d0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123822-5684e4290df84b62a67450898935fdab/official_result.json.gz,219a90eb649574fbc2abd870d5e7a4045f2eb6c0d3c167168e052cdfd07ea6c3,78545,2.9678528232223567,78545,2.9678528232223567,78545,2.9678528232223567
full_p1_seed17,full,17,case_001,1,4,233110,12,completed_feasible,58984,3.952088702020887,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n4/attempt_0001/summary.json,df71ddb7b64b44b6927a21904c52b5923f3d1624c386f7d0c82c2f9a2b48aa55,12,12,0,2.523364291060716,0,"{""success"": 12}",3.952088702020887,3456,3456,0,,,,4,component,wcc_start0_simple_a4_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n4/attempt_0001/best.plan.json,2a677050dd5b46524f88e82bf343a8c05b6f68bab5c7ab944a62d3345871c45a,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123825-818e145b1e414d74a341663b740b209c/official_result.json.gz,86c69a3fec6ddb9aadbe7df16f809dc87c86a44cb53b01e2fc91b10b5eda8293,58984,3.952088702020887,58984,3.952088702020887,58984,3.952088702020887
full_p1_seed17,full,17,case_001,1,5,233110,12,completed_feasible,47502,4.9073723211654245,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n5/attempt_0001/summary.json,bf5e8926fdd23511627876339691de135c8c2f2590fb180a76fe27431ec2fb65,12,8,4,1.8978475000476465,0,"{""success"": 12}",4.9073723211654245,4608,4608,0,,,,5,component,wcc_start0_simple_a5_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_001/p1_n5/attempt_0001/best.plan.json,811c489eb7d6113f0afaa4b601c2327b28ff85d87c97f113bb17239be950b2e6,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093706-ac6eff2023754f3c90272f03edeb7053/official_result.json.gz,dafb35224374857ebe7537955cb30b74c98e7a64de8a6f804e203b902157b888,47502,4.9073723211654245,47502,4.9073723211654245,47502,4.9073723211654245
full_p1_seed17,full,17,case_002,1,2,261945,12,completed_feasible,252542,1.0372334106802037,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n2/attempt_0001/summary.json,aa6372a53e88de30b25beda5114a454cabdb54c72184eec69c3df9d83b984033,9,8,1,4.078384874970652,0,"{""success"": 9}",1.0372334106802037,4018176,4018176,0,,,,1,operation,critical_path_b4_p1_eft,coarse_p1,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n2/attempt_0001/best.plan.json,8c6f0dc0237212d3b0a4a645d7bcbe6219292ee83e5231dd8b42c97d6b592e09,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123821-2f74840740464a9caad67df9cb869cb3/official_result.json.gz,5ed253e32ded13ea66a493b1b9807749fab486581c3845d6ece3e116023fc7ba,252542,1.0372334106802037,252542,1.0372334106802037,252542,1.0372334106802037
full_p1_seed17,full,17,case_002,1,3,261945,12,completed_feasible,171449,1.5278304335400033,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n3/attempt_0001/summary.json,9e8418a0e32ef2c84ba95afb694b28f9f69abce5532b8e0a20cb6834000c97d1,9,9,0,4.911211875034496,0,"{""success"": 9}",1.5278304335400033,451584,451584,0,,,,2,operation,stable_id_b3_p1_eft,coarse_p1,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n3/attempt_0001/best.plan.json,9e70d6340d4f2805e6e11478ae9f55a227c805aed6c86aa949cf06528c9ae796,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123829-9c98e6465ca1436eabfa3438dff60b18/official_result.json.gz,eacfec132719e5f210077ca8875fc32625cd1db4300c0a0eee7424d6d16277fd,256431,1.021502860418592,171449,1.5278304335400033,171449,1.5278304335400033
full_p1_seed17,full,17,case_002,1,4,261945,12,completed_feasible,195596,1.339214503364077,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n4/attempt_0001/summary.json,4a7a244b602afb680ef72150418523adfe212a1cbfc534053b67899267a59488,9,9,0,5.19414770801086,0,"{""success"": 9}",1.339214503364077,522240,522240,0,,,,2,operation,stable_id_b4_p1_eft,coarse_p1,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n4/attempt_0001/best.plan.json,36475db9471047a1f4b417cca4bfc05fd346a3dc99a9e9f332b04c437ecb6d03,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123834-7612914a418a43b99fb44fe414218d87/official_result.json.gz,5b9e3bf6ed66795a75626895bbc86e1d1c40b644faaa74b39298f706aff2d947,252542,1.0372334106802037,195596,1.339214503364077,195596,1.339214503364077
full_p1_seed17,full,17,case_002,1,5,261945,12,completed_feasible,179186,1.4618608596653757,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n5/attempt_0001/summary.json,15aab50d976659abaf983cf5a13fac6b6467dc5cc37c2600066c04ae96845b59,9,8,1,5.023460750002414,0,"{""success"": 9}",1.4618608596653757,7847424,7847424,0,,,,5,operation,critical_path_b20_p1_eft,coarse_p1,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_002/p1_n5/attempt_0001/best.plan.json,53a2254cc7a1a879db08224db007fe34a2783f4d0ba1e8ff9a5eea806f8a53cf,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123838-450f3548d4c64c099386aa1cf62f9fda/official_result.json.gz,e8065de2200f60487f9f50d1aae6c6420a1e10612280ab04c2590cd3f77580de,255584,1.0248880994115437,179186,1.4618608596653757,179186,1.4618608596653757
full_p1_seed17,full,17,case_003,1,2,602212,12,completed_feasible,538381,1.1185610190552786,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_003/p1_n2/attempt_0001/summary.json,962708295a6a7d16528138bad2a2090ad0fc7c1a3f602333d01fcd3f21f0f305,12,9,3,89.29008854192216,0,"{""success"": 12}",1.1185610190552786,98304,98304,0,,,,2,component,wcc_start0_simple_a2_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_003/p1_n2/attempt_0001/best.plan.json,58ed6b02a8fc242f4bfe1d397564d2d8060074b0b07c0d2593645a236e96bb8e,/Users/liyu/Desktop/中文题目/A题研究/solver/runs/full_initial_v1/evaluations/attempts/20260924T093747-c5eb0aa176224a98bdc1419c5c4cffdb/official_result.json.gz,1987126298a5855a0a553138f9825d407332d5a371f05f2f57eb7c635e5a894b,538381,1.1185610190552786,538381,1.1185610190552786,538381,1.1185610190552786
full_p1_seed17,full,17,case_003,1,3,602212,12,completed_feasible,538764,1.1177658492401126,True,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_003/p1_n3/attempt_0001/summary.json,5050ac9140f8e29d201ec0415b579bf90cb8273ccdc4e74e1da7a7d528482afa,12,12,0,179.35377137502655,0,"{""success"": 12}",1.1177658492401126,196608,196608,0,,,,3,component,wcc_start0_simple_a3_per_core_lpt_mv,whole_component_reference,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/full_p1_seed17/slots/case_003/p1_n3/attempt_0001/best.plan.json,cff69a00a4d0f1027b3ae98dfe0d2a16d5bb8bac5103d009b85606f36ac5c4a0,/Users/liyu/Desktop/中文题目/A题研究/advanced_solver/runs/formal_v2/evaluations/attempts/20260924T123951-a3f56bc0a1f042b4b4818856d6a5d874/official_result.json.gz,e0d31538e0c2bc07053922cc2a135c93ec4fa08c2992e32b4846f88df6b2cd36,538764,1.1177658492401126,538764,1.1177658492401126,538764,1.1177658492401126
